"","X","Ensayo","Estimulo","Respuesta","Correcto","Aciertos","Errores","Hits","ContadorH","Rechazos","ContadorR","Falsas.alarmas","ContadorF","Omisiones","ContadorM","Confidence","RTime1","RTime1b","RTime2","facilidad","num_circulos_externos","tam_circulos_externos","tamano_central","senal","color","tipo","choice","Exito","outcome","HR6","FR6","HR5","FR5","HR4","FR4","HR3","FR3","HR2","FR2","HR1","FR1"
"354",354,353,545,"s","False",272,82,"False",143,"False",129,"True",44,"False",38,6,1.634912968,0.134011984,0.601469994,"muchos",7,"under","2.5","ruido","verde","2 BN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"355",355,354,614,"n","True",273,82,"False",143,"True",130,"False",44,"False",38,1,2.136636972,0.635706902,0.501147032,"muchos",8,"over","1","ruido","azul","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"356",356,355,2,"s","True",274,82,"True",144,"False",130,"False",44,"False",38,5,1.635474205,0.134572029,0.100276947,"pocos",2,"over","2_o2","senal","naranja","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"357",357,356,271,"s","False",274,83,"False",144,"False",130,"True",45,"False",38,4,1.635320902,0.134299994,0.80213213,"pocos",3,"under","1.5","ruido","naranja","1 AN",1,0,1,"0","0","0","0","0","1","0","1","0","1","0","1"
"358",358,357,631,"n","True",275,83,"False",144,"True",131,"False",45,"False",38,1,1.635058165,0.134329081,0.401159048,"muchos",8,"under","1","ruido","naranja","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"359",359,358,414,"s","True",276,83,"True",145,"False",131,"False",45,"False",38,4,2.938529968,1.437476873,0.200491905,"muchos",7,"under","2_u2","senal","azul","3 BS",1,1,4,"0","0","0","0","1","0","1","0","1","0","1","0"
"360",360,359,68,"s","True",277,83,"True",146,"False",131,"False",45,"False",38,5,1.936094999,0.435227156,0.300694942,"pocos",3,"over","2_o3","senal","purpura","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"361",361,360,520,"s","False",277,84,"False",146,"False",131,"True",46,"False",38,6,1.635221958,0.134342909,0.802019119,"muchos",8,"under","3","ruido","guinda","2 BN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"362",362,361,191,"n","True",278,84,"False",146,"True",132,"False",46,"False",38,3,3.240047932,1.73905611,0.402464867,"pocos",3,"under","3","ruido","naranja","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"363",363,362,455,"n","False",278,85,"False",146,"False",132,"False",46,"True",39,3,1.634922981,0.134051085,1.002554893,"muchos",8,"under","2_u3","senal","verde","3 BS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"364",364,363,409,"s","True",279,85,"True",147,"False",132,"False",46,"False",39,5,1.634875059,0.133699179,0.100368023,"muchos",7,"under","2_u2","senal","guinda","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"365",365,364,60,"s","True",280,85,"True",148,"False",132,"False",46,"False",39,6,1.63521409,0.134284973,1.10286808,"pocos",3,"over","2_o3","senal","guinda","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"366",366,365,361,"s","True",281,85,"True",149,"False",132,"False",46,"False",39,6,1.634884119,0.13411808,0.100348949,"muchos",8,"over","2_o3","senal","naranja","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"367",367,366,360,"s","True",282,85,"True",150,"False",132,"False",46,"False",39,6,1.635251999,0.134294987,1.102694988,"muchos",7,"over","2_o2","senal","guinda","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"368",368,367,433,"n","False",282,86,"False",150,"False",132,"False",46,"True",40,3,1.63491416,0.133924961,0.200542927,"muchos",7,"under","2_u2","senal","azul","3 BS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"369",369,368,313,"n","True",283,86,"False",150,"True",133,"False",46,"False",40,1,1.635329008,0.134344101,0.701800108,"pocos",3,"under","1","ruido","azul","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"370",370,369,188,"n","True",284,86,"False",150,"True",134,"False",46,"False",40,3,1.63484621,0.133780003,0.701597929,"pocos",2,"under","3","ruido","purpura","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"371",371,370,5,"s","True",285,86,"True",151,"False",134,"False",46,"False",40,5,1.636606932,0.135804892,0.300895929,"pocos",2,"over","2_o2","senal","verde","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"372",372,371,323,"n","False",285,87,"False",151,"False",134,"False",46,"True",41,3,1.634899855,0.13387394,0.401033163,"muchos",7,"over","2_o2","senal","azul","3 BS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"373",373,372,387,"n","False",285,88,"False",151,"False",134,"False",46,"True",42,1,1.635198116,0.134371996,0.401043892,"muchos",8,"over","2_o3","senal","purpura","3 BS",0,0,2,"0","0","0","0","0","0","0","0","0","0","1","0"
"374",374,373,148,"s","True",286,88,"True",152,"False",134,"False",46,"False",42,5,2.336593151,0.835815191,0.300792933,"pocos",3,"under","2_u3","senal","purpura","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"375",375,374,64,"s","True",287,88,"True",153,"False",134,"False",46,"False",42,6,1.634948015,0.134105206,0.300912857,"pocos",3,"over","2_o3","senal","azul","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"376",376,375,162,"n","True",288,88,"False",153,"True",135,"False",46,"False",42,3,1.635232925,0.134187937,0.401305199,"pocos",2,"over","3","ruido","naranja","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"377",377,376,574,"n","True",289,88,"False",153,"True",136,"False",46,"False",42,2,1.635645866,0.134483099,0.301002026,"muchos",8,"over","1.5","ruido","azul","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"378",378,377,135,"n","False",289,89,"False",153,"False",136,"False",46,"True",43,2,1.635197878,0.134217978,0.401009083,"pocos",3,"under","2_u3","senal","verde","4 AS",0,0,2,"0","0","0","0","0","0","0","0","1","0","1","0"
"379",379,378,507,"n","True",290,89,"False",153,"True",137,"False",46,"False",43,1,1.634852886,0.134034157,1.002524853,"muchos",7,"under","3","ruido","purpura","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"380",380,379,128,"n","False",290,90,"False",153,"False",137,"False",46,"True",44,3,1.63455987,0.133932829,0.501455069,"pocos",3,"under","2_u3","senal","purpura","4 AS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"381",381,380,110,"s","True",291,90,"True",154,"False",137,"False",46,"False",44,5,1.634796858,0.133624077,1.804484129,"pocos",2,"under","2_u2","senal","guinda","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"382",382,381,250,"n","True",292,90,"False",154,"True",138,"False",46,"False",44,3,1.634902954,0.134466887,0.401139975,"pocos",2,"over","1.5","ruido","guinda","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"383",383,382,399,"s","True",293,90,"True",155,"False",138,"False",46,"False",44,6,1.635416985,0.134481907,0.100400925,"muchos",8,"over","2_o3","senal","guinda","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"384",384,383,84,"s","True",294,90,"True",156,"False",138,"False",46,"False",44,5,1.835716963,0.335612774,0.301400185,"pocos",2,"under","2_u2","senal","azul","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"385",385,384,77,"s","True",295,90,"True",157,"False",138,"False",46,"False",44,5,1.634847879,0.133918047,0.501253843,"pocos",3,"over","2_o3","senal","purpura","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"386",386,385,233,"n","True",296,90,"False",157,"True",139,"False",46,"False",44,3,1.936039925,0.434900045,0.301229,"pocos",3,"under","2.5","ruido","azul","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"387",387,386,216,"n","True",297,90,"False",157,"True",140,"False",46,"False",44,3,2.036335945,0.535552979,0.300814152,"pocos",3,"over","2.5","ruido","verde","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"388",388,387,516,"s","False",297,91,"False",157,"False",140,"True",47,"False",44,5,1.634699106,0.133635044,0.601657867,"muchos",8,"under","3","ruido","verde","2 BN",1,0,1,"0","0","0","1","0","1","0","1","0","1","0","1"
"389",389,388,139,"s","True",298,91,"True",158,"False",140,"False",47,"False",44,6,1.634873152,0.134248018,0.300973177,"pocos",3,"under","2_u3","senal","guinda","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"390",390,389,30,"s","True",299,91,"True",159,"False",140,"False",47,"False",44,4,1.634921074,0.134057999,0.300832987,"pocos",2,"over","2_o2","senal","guinda","4 AS",1,1,4,"0","0","0","0","1","0","1","0","1","0","1","0"
"391",391,390,619,"n","True",300,91,"False",159,"True",141,"False",47,"False",44,1,1.635219812,0.134261847,0.501317978,"muchos",8,"over","1","ruido","guinda","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"392",392,391,439,"s","True",301,91,"True",160,"False",141,"False",47,"False",44,5,1.634812832,0.133844137,0.401245117,"muchos",7,"under","2_u2","senal","guinda","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"393",393,392,357,"s","True",302,91,"True",161,"False",141,"False",47,"False",44,6,1.635135174,0.134298086,0.201207161,"muchos",7,"over","2_o2","senal","purpura","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"394",394,393,252,"n","True",303,91,"False",161,"True",142,"False",47,"False",44,3,1.634850979,0.134039879,0.100281954,"pocos",3,"over","1.5","ruido","naranja","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"395",395,394,419,"s","True",304,91,"True",162,"False",142,"False",47,"False",44,6,1.935940027,0.43506813,0.601832867,"muchos",7,"under","2_u2","senal","guinda","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"396",396,395,208,"n","True",305,91,"False",162,"True",143,"False",47,"False",44,2,1.734967947,0.234054804,0.602059841,"pocos",2,"over","2.5","ruido","purpura","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"397",397,396,260,"n","True",306,91,"False",162,"True",144,"False",47,"False",44,1,1.632925987,0.131835938,0.501435041,"pocos",3,"over","1.5","ruido","guinda","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"398",398,397,552,"s","False",306,92,"False",162,"False",144,"True",48,"False",44,5,1.6349051,0.134043932,0.801995039,"muchos",8,"under","2.5","ruido","naranja","2 BN",1,0,1,"0","0","0","1","0","1","0","1","0","1","0","1"
"399",399,398,381,"s","True",307,92,"True",163,"False",144,"False",48,"False",44,5,1.634951115,0.133805037,0.601382971,"muchos",8,"over","2_o3","senal","naranja","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"400",400,399,566,"s","False",307,93,"False",163,"False",144,"True",49,"False",44,5,1.634769917,0.133864164,0.100296974,"muchos",7,"over","1.5","ruido","verde","2 BN",1,0,1,"0","0","0","1","0","1","0","1","0","1","0","1"
"401",401,400,47,"s","True",308,93,"True",164,"False",144,"False",49,"False",44,6,1.635259867,0.134386063,0.300799131,"pocos",3,"over","2_o3","senal","purpura","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"402",402,401,389,"s","True",309,93,"True",165,"False",144,"False",49,"False",44,6,1.634968996,0.134006023,0.401077032,"muchos",8,"over","2_o3","senal","guinda","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"403",403,402,501,"s","False",309,94,"False",165,"False",144,"True",50,"False",44,6,1.635220766,0.13443017,0.300865889,"muchos",7,"under","3","ruido","naranja","2 BN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"404",404,403,562,"n","True",310,94,"False",165,"True",145,"False",50,"False",44,3,1.63541007,0.134428978,0.400959015,"muchos",7,"over","1.5","ruido","naranja","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"405",405,404,460,"s","True",311,94,"True",166,"False",145,"False",50,"False",44,6,1.635390997,0.13457799,0.902333975,"muchos",8,"under","2_u3","senal","guinda","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"406",406,405,154,"n","False",311,95,"False",166,"False",145,"False",50,"True",45,3,1.634938002,0.133933067,0.300836086,"pocos",3,"under","2_u3","senal","azul","4 AS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"407",407,406,622,"n","True",312,95,"False",166,"True",146,"False",50,"False",45,1,1.635412931,0.134474993,0.501275063,"muchos",7,"under","1","ruido","naranja","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"408",408,407,215,"s","False",312,96,"False",166,"False",146,"True",51,"False",45,4,4.041316986,2.540354013,0.300830126,"pocos",3,"over","2.5","ruido","verde","1 AN",1,0,1,"0","0","0","0","0","1","0","1","0","1","0","1"
"409",409,408,229,"n","True",313,96,"False",166,"True",147,"False",51,"False",45,2,1.634774923,0.133892059,0.702053785,"pocos",2,"under","2.5","ruido","guinda","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"410",410,409,554,"s","False",313,97,"False",166,"False",147,"True",52,"False",45,5,1.636609077,0.135495901,0.300873995,"muchos",8,"under","2.5","ruido","azul","2 BN",1,0,1,"0","0","0","1","0","1","0","1","0","1","0","1"
"411",411,410,604,"n","True",314,97,"False",166,"True",148,"False",52,"False",45,1,1.635230064,0.134660959,0.701647997,"muchos",7,"over","1","ruido","azul","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"412",412,411,317,"n","True",315,97,"False",166,"True",149,"False",52,"False",45,1,1.635042906,0.134238005,0.401052952,"pocos",3,"under","1","ruido","purpura","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"413",413,412,150,"s","True",316,97,"True",167,"False",149,"False",52,"False",45,5,1.635246038,0.134311199,0.300781965,"pocos",3,"under","2_u3","senal","guinda","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"414",414,413,591,"n","True",317,97,"False",167,"True",150,"False",52,"False",45,3,1.634901047,0.13379693,1.203272104,"muchos",8,"under","1.5","ruido","naranja","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"415",415,414,451,"n","False",317,98,"False",167,"False",150,"False",52,"True",46,3,1.635528088,0.135348082,1.303049088,"muchos",8,"under","2_u3","senal","naranja","3 BS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"416",416,415,483,"n","True",318,98,"False",167,"True",151,"False",52,"False",46,2,1.634880066,0.13399601,0.300767899,"muchos",7,"over","3","ruido","azul","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"417",417,416,35,"s","True",319,98,"True",168,"False",151,"False",52,"False",46,6,1.735562801,0.234571934,0.501237154,"pocos",2,"over","2_o2","senal","verde","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"418",418,417,530,"n","True",320,98,"False",168,"True",152,"False",52,"False",46,3,1.634883165,0.134008169,1.303384066,"muchos",7,"over","2.5","ruido","guinda","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"419",419,418,536,"n","True",321,98,"False",168,"True",153,"False",52,"False",46,1,2.136584997,0.635630131,0.300915003,"muchos",8,"over","2.5","ruido","verde","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"420",420,419,308,"n","True",322,98,"False",168,"True",154,"False",52,"False",46,1,1.835298777,0.334241152,0.401257992,"pocos",2,"under","1","ruido","purpura","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"421",421,420,567,"n","True",323,98,"False",168,"True",155,"False",52,"False",46,2,1.735194921,0.234566927,0.501406193,"muchos",7,"over","1.5","ruido","purpura","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"422",422,421,175,"n","True",324,98,"False",168,"True",156,"False",52,"False",46,3,1.935573101,0.435323954,0.40096283,"pocos",3,"over","3","ruido","verde","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"423",423,422,624,"n","True",325,98,"False",168,"True",157,"False",52,"False",46,1,1.635792971,0.134915113,0.200781107,"muchos",7,"under","1","ruido","azul","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"424",424,423,11,"s","True",326,98,"True",169,"False",157,"False",52,"False",46,5,2.035953999,0.534831047,0.300879955,"pocos",2,"over","2_o2","senal","naranja","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"425",425,424,232,"s","False",326,99,"False",169,"False",157,"True",53,"False",46,6,1.635720968,0.134804964,0.300831079,"pocos",3,"under","2.5","ruido","naranja","1 AN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"426",426,425,105,"s","True",327,99,"True",170,"False",157,"False",53,"False",46,4,1.634853125,0.134032965,1.002413034,"pocos",2,"under","2_u2","senal","verde","4 AS",1,1,4,"0","0","0","0","1","0","1","0","1","0","1","0"
"427",427,426,222,"s","False",327,100,"False",170,"False",157,"True",54,"False",46,6,1.635396004,0.134217978,0.300884962,"pocos",2,"under","2.5","ruido","naranja","1 AN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"428",428,427,155,"s","True",328,100,"True",171,"False",157,"False",54,"False",46,5,1.635317087,0.134380102,0.300801992,"pocos",3,"under","2_u3","senal","verde","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"429",429,428,465,"n","False",328,101,"False",171,"False",157,"False",54,"True",47,3,1.634899139,0.133968115,0.701734781,"muchos",8,"under","2_u3","senal","verde","3 BS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"430",430,429,168,"n","True",329,101,"False",171,"True",158,"False",54,"False",47,2,2.036355019,0.535492897,0.401032925,"pocos",2,"over","3","ruido","purpura","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"431",431,430,243,"n","True",330,101,"False",171,"True",159,"False",54,"False",47,2,1.635517836,0.13438797,0.100296974,"pocos",2,"over","1.5","ruido","azul","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"432",432,431,251,"n","True",331,101,"False",171,"True",160,"False",54,"False",47,2,1.635149002,0.134298086,0.401139021,"pocos",3,"over","1.5","ruido","naranja","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"433",433,432,303,"n","True",332,101,"False",171,"True",161,"False",54,"False",47,1,1.634900808,0.133957148,0.300949097,"pocos",2,"under","1","ruido","azul","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"434",434,433,310,"n","True",333,101,"False",171,"True",162,"False",54,"False",47,1,1.635147095,0.134293079,0.300668001,"pocos",2,"under","1","ruido","guinda","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"435",435,434,522,"s","False",333,102,"False",171,"False",162,"True",55,"False",47,5,2.436983109,0.936077118,0.300885916,"muchos",7,"over","2.5","ruido","naranja","2 BN",1,0,1,"0","0","0","1","0","1","0","1","0","1","0","1"
"436",436,435,247,"s","False",333,103,"False",171,"False",162,"True",56,"False",47,4,1.635033131,0.134110928,0.300817966,"pocos",2,"over","1.5","ruido","purpura","1 AN",1,0,1,"0","0","0","0","0","1","0","1","0","1","0","1"
"437",437,436,169,"n","True",334,103,"False",171,"True",163,"False",56,"False",47,1,1.635270119,0.134318113,0.300786018,"pocos",2,"over","3","ruido","guinda","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"438",438,437,264,"n","True",335,103,"False",171,"True",164,"False",56,"False",47,2,1.634869099,0.133877993,0.701909065,"pocos",2,"under","1.5","ruido","azul","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"439",439,438,289,"n","True",336,103,"False",171,"True",165,"False",56,"False",47,1,1.635216951,0.134435892,0.20057416,"pocos",2,"over","1","ruido","guinda","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"440",440,439,74,"s","True",337,103,"True",172,"False",165,"False",56,"False",47,5,2.036595106,0.535634041,0.30071497,"pocos",3,"over","2_o3","senal","azul","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"441",441,440,400,"s","True",338,103,"True",173,"False",165,"False",56,"False",47,5,1.635155916,0.134384155,0.601422071,"muchos",8,"over","2_o3","senal","guinda","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"442",442,441,130,"s","True",339,103,"True",174,"False",165,"False",56,"False",47,6,1.634948969,0.13403511,0.300837994,"pocos",3,"under","2_u3","senal","guinda","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"443",443,442,17,"s","True",340,103,"True",175,"False",165,"False",56,"False",47,4,1.635329962,0.134168148,0.902486086,"pocos",2,"over","2_o2","senal","purpura","4 AS",1,1,4,"0","0","0","0","1","0","1","0","1","0","1","0"
"444",444,443,117,"n","False",340,104,"False",175,"False",165,"False",56,"True",48,2,1.635515928,0.13455987,2.105194092,"pocos",2,"under","2_u2","senal","purpura","4 AS",0,0,2,"0","0","0","0","0","0","0","0","1","0","1","0"
"445",445,444,467,"s","True",341,104,"True",176,"False",165,"False",56,"False",48,5,1.634799957,0.13402009,0.401082993,"muchos",8,"under","2_u3","senal","purpura","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"446",446,445,93,"s","True",342,104,"True",177,"False",165,"False",56,"False",48,5,1.635316849,0.134527922,0.100301027,"pocos",2,"under","2_u2","senal","azul","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"447",447,446,424,"s","True",343,104,"True",178,"False",165,"False",56,"False",48,5,1.634968996,0.134006023,1.003004074,"muchos",7,"under","2_u2","senal","azul","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"448",448,447,430,"s","True",344,104,"True",179,"False",165,"False",56,"False",48,5,1.835850954,0.334780216,0.601581097,"muchos",7,"under","2_u2","senal","guinda","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"449",449,448,581,"n","True",345,104,"False",179,"True",166,"False",56,"False",48,1,1.633768082,0.132580042,0.401022911,"muchos",7,"under","1.5","ruido","naranja","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"450",450,449,120,"s","True",346,104,"True",180,"False",166,"False",56,"False",48,6,1.634872913,0.134097099,0.100291014,"pocos",2,"under","2_u2","senal","guinda","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"451",451,450,172,"n","True",347,104,"False",180,"True",167,"False",56,"False",48,2,1.635267973,0.134271145,0.501720905,"pocos",3,"over","3","ruido","naranja","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"452",452,451,488,"n","True",348,104,"False",180,"True",168,"False",56,"False",48,3,1.634860039,0.134102106,0.100398064,"muchos",7,"over","3","ruido","purpura","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"453",453,452,201,"n","True",349,104,"False",180,"True",169,"False",56,"False",48,3,1.635323048,0.134354115,0.601480961,"pocos",2,"over","2.5","ruido","naranja","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"454",454,453,444,"s","True",350,104,"True",181,"False",169,"False",56,"False",48,5,1.634932995,0.133900881,0.100466967,"muchos",8,"under","2_u3","senal","azul","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"455",455,454,557,"s","False",350,105,"False",181,"False",169,"True",57,"False",48,6,1.635828972,0.134678841,1.003886938,"muchos",8,"under","2.5","ruido","purpura","2 BN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"456",456,455,177,"n","True",351,105,"False",181,"True",170,"False",57,"False",48,3,1.634837866,0.133965015,1.002609968,"pocos",3,"over","3","ruido","purpura","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"457",457,456,31,"s","True",352,105,"True",182,"False",170,"False",57,"False",48,4,2.236228943,0.735361099,0.401005983,"pocos",2,"over","2_o2","senal","naranja","4 AS",1,1,4,"0","0","0","0","1","0","1","0","1","0","1","0"
"458",458,457,384,"s","True",353,105,"True",183,"False",170,"False",57,"False",48,5,1.634895086,0.134152889,0.802070141,"muchos",8,"over","2_o3","senal","azul","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"459",459,458,200,"n","True",354,105,"False",183,"True",171,"False",57,"False",48,2,1.835364819,0.334837914,1.203371048,"pocos",3,"under","3","ruido","guinda","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"460",460,459,186,"n","True",355,105,"False",183,"True",172,"False",57,"False",48,3,1.634606838,0.13357091,1.50343895,"pocos",2,"under","3","ruido","verde","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"461",461,460,352,"n","False",355,106,"False",183,"False",172,"False",57,"True",49,3,1.634891987,0.134000778,2.005095005,"muchos",7,"over","2_o2","senal","naranja","3 BS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"462",462,461,497,"n","True",356,106,"False",183,"True",173,"False",57,"False",49,2,2.035781145,0.53471899,0.501364946,"muchos",8,"over","3","ruido","purpura","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"463",463,462,304,"s","False",356,107,"False",183,"False",173,"True",58,"False",49,4,1.634896994,0.134001017,2.306291103,"pocos",2,"under","1","ruido","azul","1 AN",1,0,1,"0","0","0","0","0","1","0","1","0","1","0","1"
"464",464,463,286,"n","True",357,107,"False",183,"True",174,"False",58,"False",49,1,1.835364103,0.334866047,0.501402855,"pocos",2,"over","1","ruido","verde","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"465",465,464,582,"n","True",358,107,"False",183,"True",175,"False",58,"False",49,1,1.635311842,0.134161949,0.300915003,"muchos",7,"under","1.5","ruido","naranja","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"466",466,465,421,"n","False",358,108,"False",183,"False",175,"False",58,"True",50,1,1.635253906,0.134297848,0.401158094,"muchos",7,"under","2_u2","senal","naranja","3 BS",0,0,2,"0","0","0","0","0","0","0","0","0","0","1","0"
"467",467,466,386,"n","False",358,109,"False",183,"False",175,"False",58,"True",51,3,1.634861946,0.134078979,0.601495981,"muchos",8,"over","2_o3","senal","verde","3 BS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"468",468,467,367,"s","True",359,109,"True",184,"False",175,"False",58,"False",51,5,1.935801029,0.43524003,0.30087018,"muchos",8,"over","2_o3","senal","purpura","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"469",469,468,24,"s","True",360,109,"True",185,"False",175,"False",58,"False",51,6,1.635448933,0.134479046,1.202961922,"pocos",2,"over","2_o2","senal","azul","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"470",470,469,9,"s","True",361,109,"True",186,"False",175,"False",58,"False",51,6,1.634917021,0.133790016,0.701828957,"pocos",2,"over","2_o2","senal","guinda","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"471",471,470,230,"s","False",361,110,"False",186,"False",175,"True",59,"False",51,4,1.634862185,0.133798122,2.004934072,"pocos",2,"under","2.5","ruido","guinda","1 AN",1,0,1,"0","0","0","0","0","1","0","1","0","1","0","1"
